	EntryID	Headword	Hypernym	Author
4110	d2e2398709Meyers-1905	Milben	Dermanyssus avium	Dug
4111	d2e2398709Meyers-1905	Milben	Tyroglyphidae	
4112	d2e2398709Meyers-1905	Milben	Tyroglyphus siro	Gerv
4113	d2e2398709Meyers-1905	Milben	T. longior	Gerv
4114	d2e2398709Meyers-1905	Milben	T. farinae	Deg
4115	d2e2398709Meyers-1905	Milben	Glycyphagus domesticus	Geer
4116	d2e2398709Meyers-1905	Milben	Geer spinipes	
4117	d2e2398709Meyers-1905	Milben	Sarcoptidae	
4118	d2e2398709Meyers-1905	Milben	Sarcoptes	Latr
4119	d2e2398709Meyers-1905	Milben	S. scabiei	Latr
4120	d2e2398709Meyers-1905	Milben	Acarus scabiei	Fab
4121	d2e2398709Meyers-1905	Milben	S. minor	Fürst
4122	d2e2398709Meyers-1905	Milben	S. squamiferus	Fürst
4123	d2e2398709Meyers-1905	Milben	S. mutans	Rob
4124	d2e2398709Meyers-1905	Milben	Dermatodectes	Gerl
4125	d2e2398709Meyers-1905	Milben	D. communis	Zürn
4126	d2e2398709Meyers-1905	Milben	Symbiotes	Gerl
4127	d2e2398709Meyers-1905	Milben	Dermatophagus	Fürst
4128	d2e2398709Meyers-1905	Milben	S. bovis	Zürn
4129	d2e2398709Meyers-1905	Milben	Demodicidae	Sim
4130	d2e2398709Meyers-1905	Milben	Dermatophili	
4131	d2e2398709Meyers-1905	Milben	Demodex folliculorum	Sim
4133	d2e2410028Meyers-1905	Mimosa	Mimosa pudica	L
4134	d2e2410191Meyers-1905	Mimŭlus	Mimŭlus cardinalis	Lindl
4135	d2e2410191Meyers-1905	Mimŭlus	Mimŭlus luteus	L
4136	d2e2410317Meyers-1905	Mimusops	Mimusops Kauki	L
4137	d2e2410317Meyers-1905	Mimusops	Mimusops Balata	Gärtn
4138	d2e2410317Meyers-1905	Mimusops	Sapota Mülleri	Bleek., Bolletree
4138	d2e2410317Meyers-1905	Mimusops	Sapota Mülleri	Bleek., Bolletree
4139	d2e2410317Meyers-1905	Mimusops	Mimusops Schimperi	Hochst
4142	d2e2410429Meyers-1905	Mina [2]	Mina lobata	Llavé et Lex
4143	d2e2415344Meyers-1905	Minnows	Phoxinus neogaeus	Cape
4144	d2e2415344Meyers-1905	Minnows	Semotilus corporalis	Mitch
4145	d2e2415344Meyers-1905	Minnows	Rhinichthys atronasus	Ay
4146	d2e2415344Meyers-1905	Minnows	Hybognathus argyritis	Grd
4147	d2e2416955Meyers-1905	Mirabĭlis	Mirabĭlis longiflora	L
4148	d2e2418067Meyers-1905	Miscanthus	Miscanthus sinensis	Andersson
4149	d2e2418067Meyers-1905	Miscanthus	Eulalia japonica	Irin
4150	d2e2418067Meyers-1905	Miscanthus	Miscanthus sacchariflorus	Hack
4151	d2e2421139Meyers-1905	Mistkäfer	Aphodius fimetarius	L
4152	d2e2421139Meyers-1905	Mistkäfer	Geotrupes stercorarius	L
4153	d2e2421139Meyers-1905	Mistkäfer	G. vernalis	L
4154	d2e2421139Meyers-1905	Mistkäfer	G. Typhoeus	L
4155	d2e2421139Meyers-1905	Mistkäfer	Copris lunaris	L
4156	d2e2421139Meyers-1905	Mistkäfer	Coprophagidae hispanus	L
4157	d2e2421139Meyers-1905	Mistkäfer	Phanaeus	M. Leay
4158	d2e2421139Meyers-1905	Mistkäfer	Phanaeus imperator	M. Leay
4159	d2e2421139Meyers-1905	Mistkäfer	Phanaeus bubalus	M. Leay
4160	d2e2427046Meyers-1905	Mnium	Mnium cuspidatum	Hedw
4161	d2e2427046Meyers-1905	Mnium	Mnium undulatum	Hedw
4162	d2e2432095Meyers-1905	Mohrrübe	Daucus Carota	L
4163	d2e2433452Meyers-1905	Molche	Salamandra maculosa	Laur
4164	d2e2433452Meyers-1905	Molche	Salamandrina atra	Laur
4165	d2e2433452Meyers-1905	Molche	Pleurodeles Waltlii	Mich
4166	d2e2433452Meyers-1905	Molche	Salamandrina perspicillata	Say
4167	d2e2433452Meyers-1905	Molche	Molge	Merr
4168	d2e2433452Meyers-1905	Molche	Triton	
4169	d2e2433452Meyers-1905	Molche	Molche cristata	Laur
4170	d2e2433452Meyers-1905	Molche	Molche ignea	Schn
4171	d2e2433452Meyers-1905	Molche	Molche vulgaris	Merr
4172	d2e2435253Meyers-1905	Molinĭa	Molinĭa coerulea	Mnch
4173	d2e2437110Meyers-1905	Molukken	Piper betel	L
4174	d2e2437225Meyers-1905	Moly	Allium magicum	L
4175	d2e2437225Meyers-1905	Moly	Allium Moly	L
4176	d2e2437225Meyers-1905	Moly	Allium nigrum	L
4177	d2e2438070Meyers-1905	Momordĭca	Momordĭca Balsamina	L
4178	d2e2438070Meyers-1905	Momordĭca	Momordĭca Charantia	L
4179	d2e2438070Meyers-1905	Momordĭca	Momordĭca Elaterium	L
4180	d2e2438774Meyers-1905	Monárda	Monárda punctata	L
4181	d2e2440787Meyers-1905	Mondfisch	Orthagoriscus Mola	Bl
4182	d2e2442662Meyers-1905	Monilĭa	Monilĭa candida	Bon
4183	d2e2442662Meyers-1905	Monilĭa	Monilĭa cinerea	Bon
4184	d2e2442662Meyers-1905	Monilĭa	Monilĭa fructigena	Pers
4185	d2e2442709Meyers-1905	Monilĭakrankheit	Monilia cinerea	Bon
4186	d2e2442709Meyers-1905	Monilĭakrankheit	Monilĭakrankheit fructigena	Pers
4187	d2e2443246Meyers-1905	Monkeygras	Attalea funifera	Mart
4188	d2e2445631Meyers-1905	Monotropa	Monotropa Hypopitys	L
4189	d2e2446561Meyers-1905	Monstera	Monstera pertusa	
4190	d2e2446561Meyers-1905	Monstera	Monstera deliciosa	Liebm
4191	d2e2446561Meyers-1905	Monstera	Philodendron pertusum	hort
4192	d2e2448150Meyers-1905	Montbretĭa	Tritonia	Ker
4193	d2e2448150Meyers-1905	Montbretĭa	Montbretĭa Pottsii	Bak
4195	d2e2456823Meyers-1905	Moraholz	Dimorphandra excelsa	Baill
4196	d2e2458300Meyers-1905	Morchella	Morchella esculenta	Pers
4197	d2e2458300Meyers-1905	Morchella	Morchella conica	Pers
4198	d2e2458483Meyers-1905	Mordellīden	Mordellidae bifasciata	Fabr
4199	d2e2458579Meyers-1905	Mordfliegen	Tachinariae grossa	L
4200	d2e2461005Meyers-1905	Morinda	Morinda citrifolia	L
4201	d2e2461005Meyers-1905	Morinda	Morinda bracteata	Roxb
4202	d2e2461102Meyers-1905	Moringa	Moringa oleifera	Lam
4203	d2e2461102Meyers-1905	Moringa	Moringa pterygosperma	Gärtn
4204	d2e2461102Meyers-1905	Moringa	Moringa arabica	Pers
4205	d2e2461102Meyers-1905	Moringa	Moringa aptera	Gärtn
4206	d2e2462958Meyers-1905	Morpho	Morpho Neoptolemus	L
4207	d2e2464182Meyers-1905	Mörtelbiene	Chalicodoma muraria	Fabr
4208	d2e2464658Meyers-1905	Morus [1]	Morus alba	L
4209	d2e2464658Meyers-1905	Morus [1]	Morus nigra	L
4210	d2e2464658Meyers-1905	Morus [1]	Morus rubra	L
4211	d2e2464658Meyers-1905	Morus [1]	M.constantinopolitana	Lam
4212	d2e2465940Meyers-1905	Moschusochs	Ovibos moschatus	Blainv
4213	d2e2465940Meyers-1905	Moschusochs	Ovibos Wardi	Lyd
4214	d2e2466055Meyers-1905	Moschustier	Moschus	L
4215	d2e2469642Meyers-1905	Motten	Tinea pellionella	L
4216	d2e2469642Meyers-1905	Motten	Tineïdae tapetiella	L
4217	d2e2469642Meyers-1905	Motten	Tineïdae granella	L
4218	d2e2469642Meyers-1905	Motten	Depressaria nervosa	Haw
4219	d2e2469642Meyers-1905	Motten	Coleophora laricella	Hüb
4220	d2e2469642Meyers-1905	Motten	Hyponomeuta	Latr
4221	d2e2469642Meyers-1905	Motten	H. malinella	Zeller
4222	d2e2469642Meyers-1905	Motten	H. variabilis	Zeller
4223	d2e2471466Meyers-1905	Möwe [1]	Laridae glaucus	L
4224	d2e2471466Meyers-1905	Möwe [1]	L marinus	L
4225	d2e2471466Meyers-1905	Möwe [1]	L argentatus	Brünn
4226	d2e2471466Meyers-1905	Möwe [1]	Larus canus	L
4227	d2e2471466Meyers-1905	Möwe [1]	L fuscus	L
4228	d2e2471466Meyers-1905	Möwe [1]	L minutus	Pall
4229	d2e2471466Meyers-1905	Möwe [1]	L.[Rissa] tridactylus	Bp
4230	d2e2471466Meyers-1905	Möwe [1]	Larus ridibundus	L
4231	d2e2473054Meyers-1905	Mücken	Culex	L
4232	d2e2473054Meyers-1905	Mücken	C. pipiens	L
4233	d2e2473054Meyers-1905	Mücken	C. annulatus	
4233	d2e2473054Meyers-1905	Mücken	C. annulatus	
4234	d2e2473054Meyers-1905	Mücken	Anopheles	Meig
4235	d2e2473054Meyers-1905	Mücken	A. bifurcatus	
4236	d2e2473054Meyers-1905	Mücken	A. maculipennis	Hoffmgg
4237	d2e2473054Meyers-1905	Mücken	A. claviger	L
4238	d2e2473054Meyers-1905	Mücken	Tipula	L
4239	d2e2473054Meyers-1905	Mücken	Sciara militaris	Kgl
4240	d2e2473054Meyers-1905	Mücken	Simulia	
4241	d2e2473054Meyers-1905	Mücken	S. colombacschensis	Fab
4242	d2e2473327Meyers-1905	Mūcor	Mich Mucedo	L
4243	d2e2473327Meyers-1905	Mūcor	Mich racemosus	Fresen
4244	d2e2473327Meyers-1905	Mūcor	Mich stolonifer	Ehrb
4245	d2e2473327Meyers-1905	Mūcor	Rhizopus nigricans	Ehrb
4246	d2e2473402Meyers-1905	Mucūna	Mucūna pruriens	Dec
4247	d2e2486009Meyers-1905	Muräne	Gymnothorax Helena	L
4248	d2e2487610Meyers-1905	Murmeltier	Arctomys marmota	Schreb
4249	d2e2487610Meyers-1905	Murmeltier	Arctomys bobac	Schreb
4250	d2e2488510Meyers-1905	Musa	Musa sapientium	L
4251	d2e2488510Meyers-1905	Musa	Musa paradisiaca	L
4252	d2e2488510Meyers-1905	Musa	Musa textilis	Luis Née
4253	d2e2488510Meyers-1905	Musa	Musa superba	Roxb
4254	d2e2488510Meyers-1905	Musa	Musa chinensis	Sweet
4255	d2e2488510Meyers-1905	Musa	Musa Cavendishii	Paxt
4256	d2e2488510Meyers-1905	Musa	Musa coccinea	And
4257	d2e2488510Meyers-1905	Musa	Musa ornata	Roxb
4258	d2e2488807Meyers-1905	Musazeen	Musophyllum	Göpp
4259	d2e2488935Meyers-1905	Muscāri	Mill comosum	Mill
4260	d2e2488935Meyers-1905	Muscāri	Mill racemosum	Mill
4261	d2e2498201Meyers-1905	Mycodérma	Mycodérma cerevisiae	Desm
4262	d2e2498201Meyers-1905	Mycodérma	Saccharomyces Mycoderma	
4263	d2e2498201Meyers-1905	Mycodérma	Pasteur	, 
4264	d2e2498201Meyers-1905	Mycodérma	Ulvina aceti	Ktz
4265	d2e2498201Meyers-1905	Mycodérma	Bacillus aceti	Ktz
4266	d2e2499720Meyers-1905	Myosōtis	Myosōtis silvatica	Hoffm
4267	d2e2499720Meyers-1905	Myosōtis	Myosōtis alpestris	Schmidt
4268	d2e2499720Meyers-1905	Myosōtis	Myosōtis azorica	Wats
4269	d2e2499909Meyers-1905	Myrĭca	Myrĭca cerifera	L
4270	d2e2499909Meyers-1905	Myrĭca	Myrĭca Gale	L
4271	d2e2500154Meyers-1905	Myristĭca	Myristĭca fragrans	Houtt
4272	d2e2500154Meyers-1905	Myristĭca	Myristĭca moschata	Thunb
4273	d2e2500154Meyers-1905	Myristĭca	Myristĭca argentea	
4274	d2e2500154Meyers-1905	Myristĭca	Myristĭca succedanea	Bl
4275	d2e2500154Meyers-1905	Myristĭca	Myristĭca speciosa	Warb
4276	d2e2500154Meyers-1905	Myristĭca	Myristĭca Schefferi	Warb
4277	d2e2500154Meyers-1905	Myristĭca	Myristĭca Otoba	H. B
4278	d2e2500154Meyers-1905	Myristĭca	Myristĭca officinalis	Mart
4279	d2e2500154Meyers-1905	Myristĭca	Mart Bicuhyba	
4280	d2e2500154Meyers-1905	Myristĭca	Myristĭca (Virola) sebifera	Sw
4281	d2e2500154Meyers-1905	Myristĭca	Myristĭca Ocuba	H. B
4282	d2e2500154Meyers-1905	Myristĭca	Myristĭca surinamensis	Roland
4283	d2e2500446Meyers-1905	Myrmecodĭa	Myrmecodĭa echinata	Jack
4284	d2e2501133Meyers-1905	Myrtus	Myrtus communis	L
4285	d2e2501133Meyers-1905	Myrtus	Myrtus microphylla	H. B. K
4286	d2e2501133Meyers-1905	Myrtus	Myrtus Luma	Mol
4287	d2e2501133Meyers-1905	Myrtus	Mol Pseudocaryophyllus	Gomez
4290	d2e2502451Meyers-1905	Myxomyzēten	Fuligo varians	Sommerf
4291	d2e2502451Meyers-1905	Myxomyzēten	Aethalium septicum	
4292	d2e2502451Meyers-1905	Myxomyzēten	Plasmodiophora	Brassicae
4293	d2e2503409Meyers-1905	Nabelschwein	Dicotyles torquatus	Cur
4294	d2e2503409Meyers-1905	Nabelschwein	Dicotyles labiatus	Cuv
4295	d2e2506080Meyers-1905	Nachtaffe	Nyctipithecus trivirgatus	
4296	d2e2506561Meyers-1905	Nachtigall	Erithacus	Cuv
4297	d2e2506561Meyers-1905	Nachtigall	E. philomela	Bchst
4298	d2e2508455Meyers-1905	Nadelfisch	Syngnathus acus	L
4299	d2e2515545Meyers-1905	Nandu	Rhea americana	Lath
4300	d2e2515545Meyers-1905	Nandu	Rhea Darwinii	
4301	d2e2515545Meyers-1905	Nandu	Rhea macrorhyncha	Sclat
4302	d2e2519376Meyers-1905	Narcissus	Narcissus Pseudonarcissus	L
4303	d2e2519376Meyers-1905	Narcissus	Narcissus poeticus	L
4304	d2e2519376Meyers-1905	Narcissus	Narcissus Jonquilla	L
4305	d2e2519376Meyers-1905	Narcissus	Narcissus italicus	
4306	d2e2519376Meyers-1905	Narcissus	Narcissus Tazetta	L
4307	d2e2519376Meyers-1905	Narcissus	Narcissus calathinus	L
4308	d2e2519715Meyers-1905	Nardostachys	Nardostachys Jatamansi	DC
4309	d2e2519715Meyers-1905	Nardostachys	Nardostachys grandiflora	DC
4310	d2e2519755Meyers-1905	Nardus	Nardus stricta	L
4313	d2e2519812Meyers-1905	Naregamĭa	Naregamĭa alata	W
4314	d2e2520726Meyers-1905	Narthecĭum	Narthecĭum ossifragum	Huds
4315	d2e2520892Meyers-1905	Narwal	Monodontidae monoceros	L
4316	d2e2521382Meyers-1905	Nase [2]	Chondrostoma nasus	Ay
4317	d2e2521485Meyers-1905	Nasenaffe	Nasalis	Geoffr
4318	d2e2521514Meyers-1905	Nasenbär	Nasua narica	Tschudi
4319	d2e2521514Meyers-1905	Nasenbär	Nasua leucorhyncha	Tschudi
4320	d2e2521852Meyers-1905	Nashorn	Rhinoceros unicornis	L
4321	d2e2521852Meyers-1905	Nashorn	Rhinoceros javanicus	Cuv
4322	d2e2521852Meyers-1905	Nashorn	Rhinoceros sumatranus	Cuv
4323	d2e2521852Meyers-1905	Nashorn	Rhinoceros bicornis	L
4324	d2e2521852Meyers-1905	Nashorn	Rhinoceros simus	Burch
4325	d2e2521852Meyers-1905	Nashorn	keitloa	Smith
4326	d2e2521852Meyers-1905	Nashorn	Rhinoceros tichorhinus	Eisch
4327	d2e2521987Meyers-1905	Nashornvogel	Bucerotidae plicatus	Lath
4328	d2e2521987Meyers-1905	Nashornvogel	Buceros bicornis	L
4329	d2e2523164Meyers-1905	Nasturtĭum	Nasturtĭum officinale	R. Br
4330	d2e2523164Meyers-1905	Nasturtĭum	Nasturtĭum Armoracia	F. Schultz
4331	d2e2523164Meyers-1905	Nasturtĭum	Cochlearia Armoracia	L
4332	d2e2526536Meyers-1905	Nattern	Tropidonotus natrix	Gesn
4333	d2e2526536Meyers-1905	Nattern	Coluber natrix	
4334	d2e2526536Meyers-1905	Nattern	Coronella laevis	Lac
4335	d2e2526536Meyers-1905	Nattern	Coluber [Calopelti]	
4336	d2e2526536Meyers-1905	Nattern	Aesculapii	Gesn
4339	d2e2534818Meyers-1905	Neckera	Neckera complanata	Schimp
4340	d2e2534929Meyers-1905	Nectandra	Nectandra Puchury major	
4341	d2e2534929Meyers-1905	Nectandra	Nees Puchury minor	
4342	d2e2534929Meyers-1905	Nectandra	Nees cinnamomoides	
4343	d2e2534929Meyers-1905	Nectandra	Nees Rodioei	R. Schomb
4344	d2e2535025Meyers-1905	Nectrĭa	Nectrĭa ditissima	Tul
4345	d2e2535025Meyers-1905	Nectrĭa	Nectrĭa cinnabarina	Tode
4346	d2e2535025Meyers-1905	Nectrĭa	Nectrĭa cucurbitula	Fr
4347	d2e2538714Meyers-1905	Nelumbĭum	Nelumbo	Adans
4348	d2e2538714Meyers-1905	Nelumbĭum	Nelumbĭum speciosum	Willd
4349	d2e2538714Meyers-1905	Nelumbĭum	Nelumbo nucifera	Gärtn
4350	d2e2538714Meyers-1905	Nelumbĭum	Nelumbĭum luteum	W
4351	d2e2539462Meyers-1905	Nemophĭla	Nemophĭla maculata	Benth
4352	d2e2539462Meyers-1905	Nemophĭla	Nemophĭla insignis	Lindl
4353	d2e2540887Meyers-1905	Nepal	Ovis nahoor	Hodgs
4354	d2e2541129Meyers-1905	Nepénthes [2]	Nepénthes Edwardsiana	Low
4355	d2e2541129Meyers-1905	Nepénthes [2]	Nepénthes Rajah	Hook
4356	d2e2541129Meyers-1905	Nepénthes [2]	Nepénthes destillatoria	L
4357	d2e2541194Meyers-1905	Nepeta	Nepeta macrantha	Fisch
4358	d2e2541194Meyers-1905	Nepeta	Nepeta grandiflora	
4359	d2e2541194Meyers-1905	Nepeta	Nepeta Mussinii	Spreng
4360	d2e2541410Meyers-1905	Nephelĭum [1]	Nephelĭum lappaceum	L
4361	d2e2541410Meyers-1905	Nephelĭum [1]	Nephelĭum longanum	Camb
4362	d2e2541410Meyers-1905	Nephelĭum [1]	Nephelĭum Litchi	Camb
4363	d2e2541410Meyers-1905	Nephelĭum [1]	Litchi chinensis	Sonn
4364	d2e2541636Meyers-1905	Nephrolepis	Nephrolepis exaltata	
4369	d2e2542609Meyers-1905	Nerīne	Nerīne undulata	Herb
4370	d2e2542728Meyers-1905	Nerĭum	Nerĭum odorum	Sol
4376	d2e2549813Meyers-1905	Neugriechische Literatur	Cours	
4377	d2e2552747Meyers-1905	Neunauge	Petromyzon Planeri	Bl
4378	d2e2552747Meyers-1905	Neunauge	Ammocoetes branchialis	L
4379	d2e2552747Meyers-1905	Neunauge	Petromyzon fluviatilis	L
4380	d2e2552747Meyers-1905	Neunauge	Petromyzon Wagneri	Kessl
4381	d2e2552747Meyers-1905	Neunauge	Petromyzon marinus	L
4382	d2e2553182Meyers-1905	Neuplatonismus	Histoire	
4384	d2e2559562Meyers-1905	New York [2]	Brooklyn Institute of Arts and	Sciences
4385	d2e2561446Meyers-1905	Nicandra	Nicandra physaloides	Cart
4386	d2e2563510Meyers-1905	Nicotiana	Nicotiana rustica	L
4387	d2e2563510Meyers-1905	Nicotiana	Nicotiana tabacum	L
4388	d2e2563510Meyers-1905	Nicotiana	Nicotiana fruticosa	L
4389	d2e2563510Meyers-1905	Nicotiana	Nicotiana macrophylla	Spreng
4390	d2e2563510Meyers-1905	Nicotiana	Nicotiana chinensis	Fisch
4391	d2e2563510Meyers-1905	Nicotiana	Nicotiana gigantea	Led
4392	d2e2563510Meyers-1905	Nicotiana	Nicotiana lancifolia	Ag
4393	d2e2563510Meyers-1905	Nicotiana	Nicotiana persica	L
4394	d2e2563510Meyers-1905	Nicotiana	Nicotiana repanda	Willd
4395	d2e2563510Meyers-1905	Nicotiana	Nicotiana quadrivalvis	Pursh
4396	d2e2563510Meyers-1905	Nicotiana	Nicotiana Bigelowii	Wats
4397	d2e2563510Meyers-1905	Nicotiana	Nicotiana tabacum var. purpurea latissima	Mill
4398	d2e2563510Meyers-1905	Nicotiana	Nicotiana glauca	
4399	d2e2563510Meyers-1905	Nicotiana	N wigandioides	K. Koch
4402	d2e2563510Meyers-1905	Nicotiana	Nicotiana colossea	Ed. André
4403	d2e2563510Meyers-1905	Nicotiana	Nicotiana affinis	Maare
4404	d2e2571246Meyers-1905	Niel [2]	Siége de	Sébastopol
4405	d2e2571599Meyers-1905	Niembsch von Strehlenau	La vie d'un poète	Essai sur Lenau
4406	d2e2573722Meyers-1905	Nigella	Nigella damascena	L
4407	d2e2573722Meyers-1905	Nigella	Nigella sativa	L
4408	d2e2573722Meyers-1905	Nigella	Nigella arvensis	L
4409	d2e2574351Meyers-1905	Nigritella	Nigritella angustifolia	L
4410	d2e2576703Meyers-1905	Nilhecht	Gymnarchus niloticus	Cuv
4411	d2e2577301Meyers-1905	Nimmersatt [1]	Tantalus Ibis	L
4412	d2e2577301Meyers-1905	Nimmersatt [1]	Tantalus leucophaeus	Gm
4413	d2e2577929Meyers-1905	Nipa	Nipa fruticans	Wurmb
4414	d2e2578938Meyers-1905	Nisi prius-Court	justiciarii	
4415	d2e2579428Meyers-1905	Nitrarĭa	Nitrarĭa retusa	Aschers
4416	d2e2579428Meyers-1905	Nitrarĭa	Nitrarĭa tridentata	Desf
4417	d2e2585903Meyers-1905	Nonne [4]	Ocneria [L.] dispar	L
4418	d2e2586551Meyers-1905	Nopalĕa	Nopalĕa coccinellifera	S.-Dyck
4419	d2e2586900Meyers-1905	Nordamerika	Zea canina	Wats
4420	d2e2587634Meyers-1905	Nordamerikanische Literatur	Journal of Political	Economy
4421	d2e2598241Meyers-1905	Nörz	Putorius	Cuv
4422	d2e2598241Meyers-1905	Nörz	P. Vison	Gapper
4423	d2e2598432Meyers-1905	Nosēmabombўcis	Panhistophyton ovale	Lebert
4424	d2e2598927Meyers-1905	Nostoc	Nostoc commune	Vauch
4425	d2e2600250Meyers-1905	Nothosaurĭer	Nothosaurus	Mnstr
4426	d2e2600808Meyers-1905	Notornis	Notornis Mantelli	
4427	d2e2600808Meyers-1905	Notornis	Notornis Hochstetteri.	Meyer
4428	d2e2609891Meyers-1905	Nymphaea	Nymphaea alba	L
4429	d2e2609891Meyers-1905	Nymphaea	Nymphaea lotus	L
4430	d2e2609891Meyers-1905	Nymphaea	Nymphaea thermalis	DC
4431	d2e2609891Meyers-1905	Nymphaea	Nymphaea coerulea	Savign
4432	d2e2609891Meyers-1905	Nymphaea	Nymphaea stellata	W
4433	d2e2610110Meyers-1905	Nymphaliden	Argynnis	Ochsenh
4434	d2e2610110Meyers-1905	Nymphaliden	A. Latonia	L
4435	d2e2610110Meyers-1905	Nymphaliden	Vanessa	Fab
4436	d2e2610110Meyers-1905	Nymphaliden	Charaxes Jasius	L
4437	d2e2610508Meyers-1905	Nyssa	Nyssa aquatica	L
4438	d2e2622134Meyers-1905	Öcĭmum	Ö. Basilicum	L
4439	d2e2622134Meyers-1905	Öcĭmum	Ö. viride	Willd
4440	d2e2622134Meyers-1905	Öcĭmum	Ö. Balansae	Brig
4441	d2e2622615Meyers-1905	Ocotĕa	Ocotĕa bullata	Benth
4442	d2e2622615Meyers-1905	Ocotĕa	Ocotĕa foetens	Baill
4443	d2e2622615Meyers-1905	Ocotĕa	Ocotĕa exaltata	Sw
4444	d2e2622615Meyers-1905	Ocotĕa	Orcodaphne exaltata	Sws
4445	d2e2622615Meyers-1905	Ocotĕa	Ocotĕa caudata	Metz
4446	d2e2624992Meyers-1905	Oedogonĭum	Oedogonĭum capillare	Ktz
4447	d2e2624992Meyers-1905	Oedogonĭum	Cladophora fracta	Ktz
4448	d2e2625261Meyers-1905	Odontoglossum	Odontoglossum crispum	Lindl
4449	d2e2625261Meyers-1905	Odontoglossum	Odontoglossum Alexandrae	Batem
4450	d2e2625261Meyers-1905	Odontoglossum	Odontoglossum grande	Lindl
4451	d2e2625434Meyers-1905	Odontospermum	Asteriscus	
4452	d2e2625434Meyers-1905	Odontospermum	Odontospermum pygmaeum	G. Hoffm
4453	d2e2630591Meyers-1905	Ohrenmaki	Otolicnus Galago	Ill
4454	d2e2631281Meyers-1905	Ohrschnecken	Auricula Judae	L
4455	d2e2631469Meyers-1905	Ohrwürmer	Forficula auricularia	L
4456	d2e2631469Meyers-1905	Ohrwürmer	Labidura gigantea	L
4457	d2e2631532Meyers-1905	Oïdium	Oïdium Tuckeri	Berk
4458	d2e2631532Meyers-1905	Oïdium	Bacillus lactici	Hpp
4459	d2e2631532Meyers-1905	Oïdium	Oïdium albicans	Rob
4460	d2e2631532Meyers-1905	Oïdium	Saccharomyces albicans	
4461	d2e2631532Meyers-1905	Oïdium	Monilia candida	
4462	d2e2634716Meyers-1905	Ölbaum [1]	Olea europaea	L
4463	d2e2634716Meyers-1905	Ölbaum [1]	Olea americana	Mich
4464	d2e2634716Meyers-1905	Ölbaum [1]	Olea fragrans	Thb
4465	d2e2634716Meyers-1905	Ölbaum [1]	Olea lancea	Lam
4466	d2e2634716Meyers-1905	Ölbaum [1]	Olea undulata	Jacq
4467	d2e2634716Meyers-1905	Ölbaum [1]	Olea paniculata	R. Br
4468	d2e2636040Meyers-1905	Oldenlandĭa	Oldenlandĭa umbellata	L
4469	d2e2636040Meyers-1905	Oldenlandĭa	Oldenlandĭa Deppeana	Cand
4470	d2e2636153Meyers-1905	Oldfieldĭa	Oldfieldĭa africana	Hook
4471	d2e2636524Meyers-1905	Oleanderschwärmer	Philampelus vitis	Harris
4472	d2e2636557Meyers-1905	Oleandra	Oleandra neriiformis	Cav
4473	d2e2637668Meyers-1905	Ölfisch	Comephorus baikalensis	Pall
4474	d2e2640617Meyers-1905	Ölpilz	Elaeomyces olei	Kirchn
4475	d2e2640617Meyers-1905	Ölpilz	Phycomyces nitens	Spreng
4476	d2e2643720Meyers-1905	Oenanthe	Oenanthe fistulosa	L
4477	d2e2643720Meyers-1905	Oenanthe	Oenanthe Phellandrium	Lam
4478	d2e2643720Meyers-1905	Oenanthe	Phellandrium aquaticum	L
4479	d2e2643720Meyers-1905	Oenanthe	Oenanthe sarmentosa	Nutt
4480	d2e2643720Meyers-1905	Oenanthe	Oenanthe californica	S. Wats
4481	d2e2643861Meyers-1905	Oncidĭum	Oncidĭum Papilio	Lindl
4482	d2e2643861Meyers-1905	Oncidĭum	Oncidĭum Limminghii	Morr
4483	d2e2644621Meyers-1905	Onóbrychis	Onóbrychis sativa	Lam
4484	d2e2644657Meyers-1905	Oenocarpus	Oenocarpus distichus	Mart
4485	d2e2644888Meyers-1905	Onomatopöīe	Quamvis sint	
4486	d2e2644998Meyers-1905	Onōnis	Onōnis spinosa	L
4487	d2e2644998Meyers-1905	Onōnis	Onōnis repens	L
4488	d2e2645077Meyers-1905	Onopórdon	Onopórdon Acanthium	L
4489	d2e2645115Meyers-1905	Oenothēra	Oenothēra biennis	L
4490	d2e2645115Meyers-1905	Oenothēra	Onagra biennis	Scop
4491	d2e2648273Meyers-1905	Ophĭobolus	Ophĭobolus herpotrichus	Sacc
4492	d2e2648425Meyers-1905	Ophiopogon	Ophiopogon japonicum	Ker
4493	d2e2648636Meyers-1905	Ophrys	Ophrys muscifera	Huds
4494	d2e2648636Meyers-1905	Ophrys	Ophrys aranifera	Huds
4495	d2e2649384Meyers-1905	Oplismēnus	Oplismēnus imbecillis	Kth
4496	d2e2649508Meyers-1905	Opopánax	Opopánax Chironium	Eck
4497	d2e2651134Meyers-1905	Opuntĭa	Opuntĭa vulgaris	Mill
4498	d2e2651134Meyers-1905	Opuntĭa	Opuntĭa Ficus indica	Mill
4499	d2e2651134Meyers-1905	Opuntĭa	Opuntĭa Tuna	Mill
4500	d2e2651134Meyers-1905	Opuntĭa	Opuntĭa Pseudo-Tuna	S.-Dyck
4501	d2e2651134Meyers-1905	Opuntĭa	Opuntĭa Rafinesquiana	Englm
4502	d2e2651134Meyers-1905	Opuntĭa	Opuntĭa missouriensis	DC
4503	d2e2651134Meyers-1905	Opuntĭa	Opuntĭa fragilis	
4506	d2e2651134Meyers-1905	Opuntĭa	Opuntĭa rhodantha	
